id,category,subcategory,region,language,user_question,bot_answer,source,tags,created_at
BFP-00273,Community & BFP,Hotline,Region XII,en,What is the best way to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region XII']",2025-10-09T04:57:51.686031Z
BFP-00274,Community & BFP,Inspections,NCR,en,Do we need to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'NCR']",2025-10-09T04:57:51.686036Z
BFP-00275,General Safety,Basics,Region VII,en,Is it safe to improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'basics', 'general safety', 'Region VII']",2025-10-09T04:57:51.686041Z
BFP-00276,Kitchen Safety,Cooking,Region IV-B,en,When should we handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'cooking', 'kitchen safety', 'Region IV-B']",2025-10-09T04:57:51.686044Z
BFP-00277,Evacuation Planning,Drills,Region IV-A,en,How do I create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'drills', 'evacuation planning', 'Region IV-A']",2025-10-09T04:57:51.686047Z
BFP-00278,School Safety,Students,Region XI,en,Who should I call when teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'students', 'school safety', 'Region XI']",2025-10-09T04:57:51.686050Z
BFP-00279,Kitchen Safety,Cooking,Region X,en,Is it safe to handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'cooking', 'kitchen safety', 'Region X']",2025-10-09T04:57:51.686053Z
BFP-00280,Community & BFP,Inspections,Region II,en,How do I get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region II']",2025-10-09T04:57:51.686057Z
BFP-00281,Emergency Response,Aftermath,Region I,en,What should I do if respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'aftermath', 'emergency response', 'Region I']",2025-10-09T04:57:51.686060Z
BFP-00282,Workplace Safety,Compliance,Region XII,en,Why does keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'Region XII']",2025-10-09T04:57:51.686063Z
BFP-00283,Workplace Safety,Offices,Region VII,en,Can I keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'offices', 'workplace safety', 'Region VII']",2025-10-09T04:57:51.686066Z
BFP-00284,Fire Prevention,Business,Region XII,en,What should I do if reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region XII']",2025-10-09T04:57:51.686069Z
BFP-00285,Community & BFP,Permits,Region VIII,en,How do I get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region VIII']",2025-10-09T04:57:51.686076Z
BFP-00286,Evacuation Planning,Kits,Region I,en,How do I create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region I']",2025-10-09T04:57:51.686080Z
BFP-00287,Electrical Safety,Wiring,Region IV-A,en,Is it safe to know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-A']",2025-10-09T04:57:51.686086Z
BFP-00288,Kitchen Safety,Cooking,NCR,en,Why does handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'cooking', 'kitchen safety', 'NCR']",2025-10-09T04:57:51.686095Z
BFP-00289,Emergency Response,Call,Region XI,en,What is the best way to respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'call', 'emergency response', 'Region XI']",2025-10-09T04:57:51.686100Z
BFP-00290,School Safety,Drills,Region X,en,What should I do if teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'Region X']",2025-10-09T04:57:51.686106Z
BFP-00291,General Safety,Myths,NCR,en,Why does improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'NCR']",2025-10-09T04:57:51.686112Z
BFP-00292,Kitchen Safety,LPG,Region XII,en,Do we need to handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'lpg', 'kitchen safety', 'Region XII']",2025-10-09T04:57:51.686121Z
BFP-00293,Evacuation Planning,Routes,Region III,en,Who should I call when create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'Region III']",2025-10-09T04:57:51.686127Z
BFP-00294,Kitchen Safety,Cooking,CAR,en,Where can I handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'cooking', 'kitchen safety', 'CAR']",2025-10-09T04:57:51.686132Z
BFP-00295,Evacuation Planning,Drills,Region VI,en,Who should I call when create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'drills', 'evacuation planning', 'Region VI']",2025-10-09T04:57:51.686138Z
BFP-00296,Evacuation Planning,Kits,Region II,en,Who should I call when create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region II']",2025-10-09T04:57:51.686146Z
BFP-00297,Kitchen Safety,Cooking,Region IX,en,When should we handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'cooking', 'kitchen safety', 'Region IX']",2025-10-09T04:57:51.686152Z
BFP-00298,School Safety,Drills,Region III,en,What is the best way to teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'Region III']",2025-10-09T04:57:51.686158Z
BFP-00299,First Aid,Smoke Inhalation,Region X,en,When should we treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region X']",2025-10-09T04:57:51.686165Z
BFP-00300,Fire Prevention,Household,Region VII,en,Can I reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'household', 'fire prevention', 'Region VII']",2025-10-09T04:57:51.686170Z
BFP-00301,Community & BFP,Hotline,Region II,en,When should we get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region II']",2025-10-09T04:57:51.686181Z
BFP-00302,Workplace Safety,Compliance,CAR,en,Do we need to keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'CAR']",2025-10-09T04:57:51.686187Z
BFP-00303,Kitchen Safety,LPG,Region IX,en,When should we handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'lpg', 'kitchen safety', 'Region IX']",2025-10-09T04:57:51.686194Z
BFP-00304,Fire Prevention,Business,CAR,en,Is it safe to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'CAR']",2025-10-09T04:57:51.686200Z
BFP-00305,Community & BFP,Hotline,Region X,en,What is the best way to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region X']",2025-10-09T04:57:51.686205Z
BFP-00306,Electrical Safety,Appliances,CAR,en,How do I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'appliances', 'electrical safety', 'CAR']",2025-10-09T04:57:51.686210Z
BFP-00307,Kitchen Safety,Grease Fire,Region II,en,What should I do if handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region II']",2025-10-09T04:57:51.686215Z
BFP-00308,Community & BFP,Inspections,Region XI,en,Why does get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region XI']",2025-10-09T04:57:51.686220Z
BFP-00309,School Safety,Drills,Region I,en,Why does teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'Region I']",2025-10-09T04:57:51.686226Z
BFP-00310,First Aid,Smoke Inhalation,BARMM,en,What is the best way to treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'BARMM']",2025-10-09T04:57:51.686232Z
BFP-00311,General Safety,Myths,Region III,en,Where can I improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'Region III']",2025-10-09T04:57:51.686236Z
BFP-00312,School Safety,Drills,Region IV-B,en,How do I teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'Region IV-B']",2025-10-09T04:57:51.686239Z
BFP-00313,Workplace Safety,Offices,Region IV-B,en,Where can I keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'offices', 'workplace safety', 'Region IV-B']",2025-10-09T04:57:51.686245Z
BFP-00314,Electrical Safety,Appliances,Region XII,en,Where can I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'appliances', 'electrical safety', 'Region XII']",2025-10-09T04:57:51.686251Z
BFP-00315,General Safety,Home,Region IX,en,What should I do if improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'home', 'general safety', 'Region IX']",2025-10-09T04:57:51.686260Z
BFP-00316,Fire Prevention,Outdoor,Region XI,en,Is it safe to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'Region XI']",2025-10-09T04:57:51.686266Z
BFP-00317,Community & BFP,Hotline,Region IX,en,What should I do if get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region IX']",2025-10-09T04:57:51.686272Z
BFP-00318,Emergency Response,Evacuate,Region VIII,en,Who should I call when respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region VIII']",2025-10-09T04:57:51.686277Z
BFP-00319,Community & BFP,Inspections,Region II,en,Is it safe to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region II']",2025-10-09T04:57:51.686283Z
BFP-00320,Evacuation Planning,Kits,Region IX,en,When should we create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region IX']",2025-10-09T04:57:51.686289Z
BFP-00321,Fire Prevention,Outdoor,Region XII,en,What is the best way to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'Region XII']",2025-10-09T04:57:51.686299Z
BFP-00322,General Safety,Myths,Region VIII,en,When should we improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'Region VIII']",2025-10-09T04:57:51.686307Z
BFP-00323,Kitchen Safety,Grease Fire,Region V,en,Can I handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.686312Z
BFP-00324,Emergency Response,Call,Region VIII,en,What should I do if respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'call', 'emergency response', 'Region VIII']",2025-10-09T04:57:51.686317Z
BFP-00325,School Safety,Drills,Region I,en,Where can I teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'Region I']",2025-10-09T04:57:51.686322Z
BFP-00326,Emergency Response,Aftermath,Region XI,en,When should we respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'aftermath', 'emergency response', 'Region XI']",2025-10-09T04:57:51.686327Z
BFP-00327,Emergency Response,Aftermath,Region IV-B,en,Why does respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'aftermath', 'emergency response', 'Region IV-B']",2025-10-09T04:57:51.686333Z
BFP-00328,Evacuation Planning,Routes,Region VI,en,Why does create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'Region VI']",2025-10-09T04:57:51.686338Z
BFP-00329,Electrical Safety,Overloads,CAR,en,Can I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'overloads', 'electrical safety', 'CAR']",2025-10-09T04:57:51.686347Z
BFP-00330,First Aid,Smoke Inhalation,BARMM,en,Can I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'BARMM']",2025-10-09T04:57:51.686353Z
BFP-00331,Community & BFP,Permits,CAR,en,Is it safe to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'CAR']",2025-10-09T04:57:51.686359Z
BFP-00332,School Safety,Drills,Region XII,en,When should we teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'Region XII']",2025-10-09T04:57:51.686364Z
BFP-00333,Community & BFP,Hotline,Region VII,en,How do I get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region VII']",2025-10-09T04:57:51.686369Z
BFP-00334,Kitchen Safety,LPG,Region III,en,What is the best way to handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'lpg', 'kitchen safety', 'Region III']",2025-10-09T04:57:51.686374Z
BFP-00335,Electrical Safety,Wiring,Region IV-B,en,Is it safe to know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-B']",2025-10-09T04:57:51.686379Z
BFP-00336,School Safety,Students,Region XII,en,What should I do if teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'students', 'school safety', 'Region XII']",2025-10-09T04:57:51.686384Z
BFP-00337,Workplace Safety,Offices,NCR,en,Who should I call when keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'offices', 'workplace safety', 'NCR']",2025-10-09T04:57:51.686389Z
BFP-00338,Evacuation Planning,Kits,Region X,en,Can I create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region X']",2025-10-09T04:57:51.686396Z
BFP-00339,Fire Prevention,Business,Region VI,en,How do I reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region VI']",2025-10-09T04:57:51.686402Z
BFP-00340,Fire Prevention,Outdoor,Region IX,en,When should we reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'Region IX']",2025-10-09T04:57:51.686407Z
BFP-00341,General Safety,Myths,BARMM,en,When should we improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'BARMM']",2025-10-09T04:57:51.686415Z
BFP-00342,Workplace Safety,Compliance,NCR,en,What should I do if keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'NCR']",2025-10-09T04:57:51.686422Z
BFP-00343,Electrical Safety,Wiring,Region IV-A,en,What is the best way to know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-A']",2025-10-09T04:57:51.686426Z
BFP-00344,School Safety,Teachers,Region III,en,Is it safe to teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'teachers', 'school safety', 'Region III']",2025-10-09T04:57:51.686430Z
BFP-00345,Electrical Safety,Wiring,Region I,en,Can I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region I']",2025-10-09T04:57:51.686435Z
BFP-00346,Community & BFP,Permits,Region II,en,What should I do if get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region II']",2025-10-09T04:57:51.686438Z
BFP-00347,Community & BFP,Inspections,NCR,en,What is the best way to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'NCR']",2025-10-09T04:57:51.686441Z
BFP-00348,First Aid,CPR Referral,Region IV-A,en,Is it safe to treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IV-A']",2025-10-09T04:57:51.686445Z
BFP-00349,General Safety,Home,Region X,en,Can I improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'home', 'general safety', 'Region X']",2025-10-09T04:57:51.686448Z
BFP-00350,Evacuation Planning,Drills,Region II,en,What is the best way to create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'drills', 'evacuation planning', 'Region II']",2025-10-09T04:57:51.686451Z
BFP-00351,Fire Prevention,Outdoor,NCR,en,Who should I call when reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'NCR']",2025-10-09T04:57:51.686455Z
BFP-00352,General Safety,Home,Region XI,en,Where can I improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'home', 'general safety', 'Region XI']",2025-10-09T04:57:51.686458Z
BFP-00353,General Safety,Myths,Region II,en,Where can I improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'Region II']",2025-10-09T04:57:51.686461Z
BFP-00354,Fire Prevention,Outdoor,Region IX,en,When should we reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'Region IX']",2025-10-09T04:57:51.686464Z
